,loss,accuracy,val_loss,val_accuracy
0,0.8658006191253662,0.6717836260795593,0.5609312653541565,0.7964285612106323
1,0.40646272897720337,0.8307748436927795,0.3992593288421631,0.8774999976158142
2,0.2976253926753998,0.8848684430122375,0.2973203659057617,0.9007142782211304
3,0.2748968005180359,0.8954678177833557,0.28114354610443115,0.9017857313156128
4,0.24335861206054688,0.9133771657943726,0.24282842874526978,0.9246428608894348
5,0.21376368403434753,0.9214181303977966,0.2555869519710541,0.9039285778999329
6,0.19355078041553497,0.9236111044883728,0.1528770923614502,0.9521428346633911
7,0.17116400599479675,0.933845043182373,0.14502322673797607,0.9453571438789368
8,0.16190750896930695,0.9378654956817627,0.1587124466896057,0.9532142877578735
9,0.1504843533039093,0.9437134265899658,0.11265290528535843,0.9628571271896362
10,0.14891162514686584,0.9436773061752319,0.13274814188480377,0.966785728931427
11,0.13427439332008362,0.9513888955116272,0.11546340584754944,0.9732142686843872
12,0.1397898644208908,0.9524853825569153,0.10766825824975967,0.9732142686843872
13,0.10924573242664337,0.9656432867050171,0.06934276223182678,0.9857142567634583
14,0.10454574972391129,0.9656432867050171,0.07567857205867767,0.9785714149475098
15,0.1053939089179039,0.9663742780685425,0.075865238904953,0.983214259147644
16,0.09476650506258011,0.9667397737503052,0.06607750803232193,0.9892857074737549
17,0.10389682650566101,0.964546799659729,0.06218282878398895,0.9860714077949524
18,0.09021658450365067,0.9671052694320679,0.04986201599240303,0.9910714030265808
19,0.0904754027724266,0.9671052694320679,0.05601450800895691,0.9882143139839172
20,0.08153178542852402,0.9733186960220337,0.0360359251499176,0.9910714030265808
21,0.08454062044620514,0.9707602262496948,0.03695635870099068,0.9907143115997314
22,0.07358696311712265,0.9744151830673218,0.04883360117673874,0.9860714077949524
23,0.0779384896159172,0.9766082167625427,0.06339849531650543,0.9850000143051147
24,0.07079197466373444,0.9762426614761353,0.03945491462945938,0.9921428561210632
25,0.07638300210237503,0.9758771657943726,0.035561759024858475,0.9928571581840515
26,0.07072585076093674,0.9762426614761353,0.047195564955472946,0.9871428608894348
27,0.06477692723274231,0.9791666865348816,0.03060811199247837,0.9928571581840515
28,0.06606444716453552,0.9758771657943726,0.04710578918457031,0.9867857098579407
29,0.05258563905954361,0.9813596606254578,0.028875308111310005,0.9917857050895691
30,0.07412607222795486,0.9733186960220337,0.03396898880600929,0.9932143092155457
31,0.06141933053731918,0.9835526347160339,0.02551807463169098,0.9946428537368774
32,0.05201629176735878,0.9835526347160339,0.02037937380373478,0.9950000047683716
33,0.06884418427944183,0.9762426614761353,0.025863908231258392,0.9932143092155457
34,0.06316875666379929,0.9802631735801697,0.02539922669529915,0.9953571557998657
35,0.056870877742767334,0.9820906519889832,0.02452569082379341,0.9939285516738892
36,0.049699313938617706,0.9839181303977966,0.025258930400013924,0.9939285516738892
37,0.056699641048908234,0.9809941649436951,0.023829219862818718,0.993571400642395
38,0.06635428220033646,0.979897677898407,0.03248090296983719,0.993571400642395
39,0.048781778663396835,0.9820906519889832,0.022382289171218872,0.9942857027053833
40,0.05983786657452583,0.9828216433525085,0.02688344195485115,0.9950000047683716
41,0.043862029910087585,0.9872075915336609,0.022472567856311798,0.9950000047683716
42,0.04158072546124458,0.9864766001701355,0.027642186731100082,0.993571400642395
43,0.05711179971694946,0.9795321822166443,0.0258927159011364,0.9921428561210632
44,0.060334451496601105,0.9791666865348816,0.020228413864970207,0.9964285492897034
45,0.05160725489258766,0.9861111044883728,0.027301529422402382,0.9957143068313599
46,0.05162239447236061,0.9835526347160339,0.03334951400756836,0.989642858505249
47,0.03917860612273216,0.9886695742607117,0.017421049997210503,0.9950000047683716
48,0.05045580863952637,0.9802631735801697,0.022219473496079445,0.9946428537368774
49,0.04723941907286644,0.9857456088066101,0.032215848565101624,0.991428554058075
50,0.04071473702788353,0.9853801131248474,0.014050188474357128,0.996071457862854
51,0.06038066744804382,0.9802631735801697,0.02374933287501335,0.993571400642395
52,0.05112946778535843,0.9824561476707458,0.021417496725916862,0.9942857027053833
53,0.06765592843294144,0.9788011908531189,0.028428295627236366,0.9950000047683716
54,0.05103033035993576,0.9835526347160339,0.022449474781751633,0.9950000047683716
55,0.06803756952285767,0.9795321822166443,0.02543535828590393,0.9939285516738892
56,0.052983641624450684,0.984649121761322,0.021232806146144867,0.9950000047683716
57,0.0540190115571022,0.9839181303977966,0.018774837255477905,0.9964285492897034
58,0.03764548897743225,0.9894005656242371,0.029408035799860954,0.991428554058075
59,0.052521467208862305,0.9864766001701355,0.020619859918951988,0.9953571557998657
60,0.05202217400074005,0.9839181303977966,0.02025226131081581,0.9946428537368774
61,0.032680924981832504,0.9872075915336609,0.02255329303443432,0.996071457862854
62,0.0512041300535202,0.9824561476707458,0.016929129138588905,0.996071457862854
63,0.051283590495586395,0.984649121761322,0.026500236243009567,0.9942857027053833
64,0.045304857194423676,0.9861111044883728,0.03828640654683113,0.9889285564422607
65,0.03470119833946228,0.9890350699424744,0.01895214430987835,0.9939285516738892
66,0.04833744466304779,0.9886695742607117,0.018671773374080658,0.9957143068313599
67,0.03961597755551338,0.9904970526695251,0.01865237019956112,0.9946428537368774
68,0.044443197548389435,0.9861111044883728,0.019862299785017967,0.9939285516738892
69,0.0397004671394825,0.9868420958518982,0.017955970019102097,0.9957143068313599
70,0.04322753846645355,0.9835526347160339,0.020878782495856285,0.993571400642395
71,0.033029235899448395,0.9886695742607117,0.017929943278431892,0.9950000047683716
72,0.03995739668607712,0.9875730872154236,0.015351999551057816,0.9967857003211975
73,0.038602713495492935,0.9923245906829834,0.016438666731119156,0.9967857003211975
74,0.044322531670331955,0.984649121761322,0.02087906189262867,0.9925000071525574
75,0.038040436804294586,0.9897660613059998,0.018198875710368156,0.9942857027053833
76,0.04258044436573982,0.9868420958518982,0.022988611832261086,0.9950000047683716
77,0.040119629353284836,0.9861111044883728,0.013321314938366413,0.9967857003211975
78,0.03358357027173042,0.9875730872154236,0.014824417419731617,0.9964285492897034
79,0.03866400569677353,0.9875730872154236,0.015609429217875004,0.9964285492897034
80,0.04403109848499298,0.9864766001701355,0.02243473380804062,0.9928571581840515
81,0.03130253404378891,0.9912280440330505,0.015909653156995773,0.9957143068313599
82,0.050115279853343964,0.984649121761322,0.015402090735733509,0.9971428513526917
83,0.03532710298895836,0.9886695742607117,0.018752874806523323,0.9942857027053833
